"mes","nombrecliente","fechaultcompra","diasuc_pc","diaspc_apc"
"2012-08","Anthony Jones","2012-08-30 00:00:00",NULL,NULL
"2012-08","Ariana Bell","2012-08-17 00:00:00",NULL,NULL
"2012-08","Armando Hernandez","2012-08-13 00:00:00",NULL,NULL
"2012-08","Bailey King","2012-08-17 00:00:00",NULL,NULL
"2012-08","Barbara Goel","2012-08-31 00:00:00",NULL,NULL
"2012-08","Barbara Hoffman","2012-08-30 00:00:00","92","273"
"2012-08","Baris Cetinok","2012-08-30 00:00:00","92",NULL
"2012-08","Barry Kov?r","2012-08-16 00:00:00",NULL,NULL
"2012-08","Billy Gutierrez","2012-08-10 00:00:00",NULL,NULL
"2012-08","Blake Phillips","2012-08-26 00:00:00",NULL,NULL
"2012-08","Brandi Hernandez","2012-08-02 00:00:00",NULL,NULL
"2012-08","Brandi Suarez","2012-08-18 00:00:00",NULL,NULL
"2012-08","Brandon Thompson","2012-08-08 00:00:00",NULL,NULL
"2012-08","Brenda Heaney","2012-08-30 00:00:00","183","90"
"2012-08","Brenda Kapoor","2012-08-13 00:00:00",NULL,NULL
"2012-08","Brenda Rodriguez","2012-08-25 00:00:00",NULL,NULL
"2012-08","Brendan Rai","2012-08-24 00:00:00",NULL,NULL
"2012-08","Brendan Xie","2012-08-30 00:00:00",NULL,NULL
"2012-08","Brianna Cox","2012-08-23 00:00:00",NULL,NULL
"2012-08","Brianna Thomas","2012-08-23 00:00:00",NULL,NULL
"2012-08","Bryan James","2012-08-14 00:00:00",NULL,NULL
"2012-08","Bryant Rana","2012-08-13 00:00:00",NULL,NULL
"2012-08","Caitlin Ward","2012-08-10 00:00:00",NULL,NULL
"2012-08","Calvin Shan","2012-08-03 00:00:00",NULL,NULL
"2012-08","Candace Sanchez","2012-08-10 00:00:00",NULL,NULL
"2012-08","Carla Prasad","2012-08-04 00:00:00",NULL,NULL
"2012-08","Carly Goel","2012-08-31 00:00:00",NULL,NULL
"2012-08","Carrie Alonso","2012-08-02 00:00:00",NULL,NULL
"2012-08","Carrie Browning","2012-08-08 00:00:00",NULL,NULL
"2012-08","Carson Barnes","2012-08-31 00:00:00",NULL,NULL
"2012-08","Cassie Luo","2012-08-04 00:00:00",NULL,NULL
"2012-08","Cedric Nara","2012-08-02 00:00:00",NULL,NULL
"2012-08","Cesar Garcia","2012-08-18 00:00:00",NULL,NULL
"2012-08","Chad Pal","2012-08-06 00:00:00",NULL,NULL
"2012-08","Charles Strange","2012-08-30 00:00:00","92",NULL
"2012-08","Chloe Griffin","2012-08-02 00:00:00",NULL,NULL
"2012-08","Christy Lal","2012-08-09 00:00:00",NULL,NULL
"2012-08","Cindy Mehta","2012-08-23 00:00:00",NULL,NULL
"2012-08","Clarence Xu","2012-08-17 00:00:00",NULL,NULL
"2012-08","Clayton Chavez","2012-08-24 00:00:00",NULL,NULL
"2012-08","Colleen Goel","2012-08-09 00:00:00",NULL,NULL
"2012-08","Cory Madan","2012-08-19 00:00:00",NULL,NULL
"2012-08","Courtney Lopez","2012-08-31 00:00:00",NULL,NULL
"2012-08","Cynthia Srini","2012-08-18 00:00:00",NULL,NULL
"2012-08","Daisy Jim?nez","2012-08-15 00:00:00",NULL,NULL
"2012-08","Dalton Simmons","2012-08-19 00:00:00",NULL,NULL
"2012-08","Damon Taylor","2012-08-30 00:00:00","92",NULL
"2012-08","Darryl Yang","2012-08-12 00:00:00",NULL,NULL
"2012-08","Dave Browning","2012-08-30 00:00:00","92",NULL
"2012-08","David Byrnes","2012-08-30 00:00:00","92",NULL
"2012-08","David Li","2012-08-25 00:00:00",NULL,NULL
"2012-08","Dawn Nara","2012-08-17 00:00:00",NULL,NULL
"2012-08","Deanna Buskirk","2012-08-30 00:00:00","183","90"
"2012-08","Denise Maccietto","2012-08-30 00:00:00","92","91"
"2012-08","Derek Xu","2012-08-12 00:00:00",NULL,NULL
"2012-08","Destiny Cox","2012-08-26 00:00:00",NULL,NULL
"2012-08","Diane Romero","2012-08-23 00:00:00",NULL,NULL
"2012-08","Dominic Gash","2012-08-30 00:00:00","92",NULL
"2012-08","Donna Deng","2012-08-01 00:00:00",NULL,NULL
"2012-08","Douglas Baldwin","2012-08-30 00:00:00","92","91"
"2012-08","Drew Jai","2012-08-21 00:00:00",NULL,NULL
"2012-08","Dustin Jai","2012-08-07 00:00:00",NULL,NULL
"2012-08","Dwayne Ortega","2012-08-29 00:00:00",NULL,NULL
"2012-08","Dylan Martinez","2012-08-26 00:00:00",NULL,NULL
"2012-08","Dylan Wilson","2012-08-22 00:00:00",NULL,NULL
"2012-08","Eduardo Brooks","2012-08-18 00:00:00",NULL,NULL
"2012-08","Eduardo Torres","2012-08-12 00:00:00",NULL,NULL
"2012-08","Edward Buensalido","2012-08-30 00:00:00","92",NULL
"2012-08","Edward Harris","2012-08-27 00:00:00",NULL,NULL
"2012-08","Edward Thompson","2012-08-13 00:00:00",NULL,NULL
"2012-08","Elijah Hayes","2012-08-11 00:00:00",NULL,NULL
"2012-08","Elizabeth Wood","2012-08-19 00:00:00",NULL,NULL
"2012-08","Emily Long","2012-08-22 00:00:00",NULL,NULL
"2012-08","Emmanuel Garcia","2012-08-28 00:00:00",NULL,NULL
"2012-08","Erica Sun","2012-08-19 00:00:00",NULL,NULL
"2012-08","Erik Ismert","2012-08-30 00:00:00","92",NULL
"2012-08","Erika Carlson","2012-08-25 00:00:00",NULL,NULL
"2012-08","Erin Hagens","2012-08-30 00:00:00","92",NULL
"2012-08","Eva Corets","2012-08-30 00:00:00","92",NULL
"2012-08","Evan Edwards","2012-08-05 00:00:00",NULL,NULL
"2012-08","Evan Green","2012-08-18 00:00:00",NULL,NULL
"2012-08","Faith Brooks","2012-08-08 00:00:00",NULL,NULL
"2012-08","Fernando Jackson","2012-08-15 00:00:00",NULL,NULL
"2012-08","Fernando Russell","2012-08-30 00:00:00",NULL,NULL
"2012-08","Fran?ois Ferrier","2012-08-30 00:00:00","92","91"
"2012-08","Frances Adams","2012-08-30 00:00:00","92","91"
"2012-08","Francisco Subram","2012-08-28 00:00:00",NULL,NULL
"2012-08","Frank Vazquez","2012-08-17 00:00:00",NULL,NULL
"2012-08","Gabrielle Washington","2012-08-11 00:00:00",NULL,NULL
"2012-08","Gail Griffin","2012-08-12 00:00:00",NULL,NULL
"2012-08","Gerald Rodriguez","2012-08-25 00:00:00",NULL,NULL
"2012-08","Gilbert Huang","2012-08-07 00:00:00",NULL,NULL
"2012-08","Haley Patterson","2012-08-01 00:00:00",NULL,NULL
"2012-08","Heidi Prasad","2012-08-18 00:00:00",NULL,NULL
"2012-08","Heidi Subram","2012-08-08 00:00:00",NULL,NULL
"2012-08","Isabel Barnes","2012-08-28 00:00:00",NULL,NULL
"2012-08","Isaiah Howard","2012-08-14 00:00:00",NULL,NULL
"2012-08","Jack Jai","2012-08-20 00:00:00",NULL,NULL
"2012-08","Jackson Chen","2012-08-22 00:00:00",NULL,NULL
"2012-08","Jacquelyn Hernandez","2012-08-03 00:00:00",NULL,NULL
"2012-08","Jaime Gill","2012-08-01 00:00:00",NULL,NULL
"2012-08","James Bailey","2012-08-30 00:00:00",NULL,NULL
"2012-08","James Hendergart","2012-08-30 00:00:00","92","91"
"2012-08","James McCoy","2012-08-30 00:00:00","92",NULL
"2012-08","Jamie Liu","2012-08-02 00:00:00",NULL,NULL
"2012-08","Janet Gates","2012-08-30 00:00:00","92",NULL
"2012-08","Janet Gilliat","2012-08-30 00:00:00","92",NULL
"2012-08","Jasmine White","2012-08-10 00:00:00",NULL,NULL
"2012-08","Jauna Elson","2012-08-30 00:00:00","92","91"
"2012-08","Jay Alonso","2012-08-09 00:00:00",NULL,NULL
"2012-08","Jay Arthur","2012-08-12 00:00:00",NULL,NULL
"2012-08","Jay Jamison","2012-08-30 00:00:00","92",NULL
"2012-08","Jay Kapoor","2012-08-12 00:00:00",NULL,NULL
"2012-08","Jay Ramos","2012-08-29 00:00:00",NULL,NULL
"2012-08","Jean Jordan","2012-08-30 00:00:00","92","91"
"2012-08","Jenny Ferrier","2012-08-15 00:00:00",NULL,NULL
"2012-08","Jenny Xu","2012-08-13 00:00:00",NULL,NULL
"2012-08","Jerome Diaz","2012-08-12 00:00:00",NULL,NULL
"2012-08","Jessie Vazquez","2012-08-18 00:00:00",NULL,NULL
"2012-08","Jill Carlson","2012-08-11 00:00:00",NULL,NULL
"2012-08","Jim Kim","2012-08-30 00:00:00","92",NULL
"2012-08","Jimmy Bischoff","2012-08-30 00:00:00","92","181"
"2012-08","Jimmy Dominguez","2012-08-16 00:00:00",NULL,NULL
"2012-08","Jimmy Rubio","2012-08-24 00:00:00",NULL,NULL
"2012-08","Joan Hernandez","2012-08-08 00:00:00",NULL,NULL
"2012-08","Jodi Kumar","2012-08-28 00:00:00",NULL,NULL
"2012-08","Joe Srini","2012-08-31 00:00:00",NULL,NULL
"2012-08","John Brooks","2012-08-30 00:00:00","92",NULL
"2012-08","John Donovan","2012-08-30 00:00:00","92","91"
"2012-08","John Evans","2012-08-30 00:00:00","92",NULL
"2012-08","John Hanson","2012-08-30 00:00:00",NULL,NULL
"2012-08","Julia Morris","2012-08-16 00:00:00",NULL,NULL
"2012-08","Julian Powell","2012-08-09 00:00:00",NULL,NULL
"2012-08","Julie Raje","2012-08-07 00:00:00",NULL,NULL
"2012-08","Justin Zhang","2012-08-22 00:00:00",NULL,NULL
"2012-08","Kaitlyn Evans","2012-08-30 00:00:00",NULL,NULL
"2012-08","Kaitlyn Gray","2012-08-10 00:00:00",NULL,NULL
"2012-08","Kara Goel","2012-08-23 00:00:00",NULL,NULL
"2012-08","Karen Theisen","2012-08-30 00:00:00","92",NULL
"2012-08","Karla She","2012-08-10 00:00:00",NULL,NULL
"2012-08","Kate Becker","2012-08-29 00:00:00",NULL,NULL
"2012-08","Katelyn Howard","2012-08-21 00:00:00",NULL,NULL
"2012-08","Katelyn Scott","2012-08-01 00:00:00",NULL,NULL
"2012-08","Katherine Brown","2012-08-04 00:00:00",NULL,NULL
"2012-08","Kathryn Shen","2012-08-08 00:00:00",NULL,NULL
"2012-08","Kathy Marcovecchio","2012-08-30 00:00:00","92",NULL
"2012-08","Katrina Tang","2012-08-20 00:00:00",NULL,NULL
"2012-08","Kaylee Gonzalez","2012-08-05 00:00:00",NULL,NULL
"2012-08","Kelli She","2012-08-29 00:00:00",NULL,NULL
"2012-08","Kellie Navarro","2012-08-23 00:00:00",NULL,NULL
"2012-08","Kelvin Tang","2012-08-03 00:00:00",NULL,NULL
"2012-08","Kendra Alonso","2012-08-05 00:00:00",NULL,NULL
"2012-08","Kevin Verboort","2012-08-30 00:00:00","92",NULL
"2012-08","Kristin Andersen","2012-08-25 00:00:00",NULL,NULL
"2012-08","Kristine Munoz","2012-08-09 00:00:00",NULL,NULL
"2012-08","Krystal Zhang","2012-08-29 00:00:00",NULL,NULL
"2012-08","Kurt Raheem","2012-08-07 00:00:00",NULL,NULL
"2012-08","Kyle Holt","2012-08-20 00:00:00",NULL,NULL
"2012-08","Kyley Arbelaez","2012-08-30 00:00:00","92",NULL
"2012-08","Latoya Chander","2012-08-29 00:00:00",NULL,NULL
"2012-08","Lawrence Hurkett","2012-08-30 00:00:00",NULL,NULL
"2012-08","Leo Giakoumakis","2012-08-30 00:00:00","92",NULL
"2012-08","Lindsey Raje","2012-08-19 00:00:00",NULL,NULL
"2012-08","Lowell Graham","2012-08-30 00:00:00","92",NULL
"2012-08","Lucas Coleman","2012-08-25 00:00:00",NULL,NULL
"2012-08","Lydia Sara","2012-08-23 00:00:00",NULL,NULL
"2012-08","Mallory Blanco","2012-08-24 00:00:00",NULL,NULL
"2012-08","Mallory Munoz","2012-08-13 00:00:00",NULL,NULL
"2012-08","Marcia Sultan","2012-08-30 00:00:00","92",NULL
"2012-08","Marie Diaz","2012-08-30 00:00:00",NULL,NULL
"2012-08","Marie Vazquez","2012-08-03 00:00:00",NULL,NULL
"2012-08","Marjorie Lee","2012-08-30 00:00:00","92",NULL
"2012-08","Mark Hanson","2012-08-30 00:00:00","92","91"
"2012-08","Marshall Li","2012-08-17 00:00:00",NULL,NULL
"2012-08","Marshall Zhu","2012-08-02 00:00:00",NULL,NULL
"2012-08","Mary Gimmi","2012-08-30 00:00:00","92",NULL
"2012-08","Mary Vaca","2012-08-30 00:00:00","92","273"
"2012-08","Maurizio Macagno","2012-08-14 00:00:00",NULL,NULL
"2012-08","Mayra Mehta","2012-08-31 00:00:00",NULL,NULL
"2012-08","Megan Burke","2012-08-30 00:00:00","92",NULL
"2012-08","Meredith Ruiz","2012-08-11 00:00:00",NULL,NULL
"2012-08","Micah Sun","2012-08-01 00:00:00",NULL,NULL
"2012-08","Michael Blythe","2012-08-30 00:00:00","92","91"
"2012-08","Michael Thompson","2012-08-11 00:00:00",NULL,NULL
"2012-08","Micheal Dominguez","2012-08-25 00:00:00",NULL,NULL
"2012-08","Michele Deng","2012-08-09 00:00:00",NULL,NULL
"2012-08","Mike Choi","2012-08-30 00:00:00","92",NULL
"2012-08","Mike Tiano","2012-08-30 00:00:00","92",NULL
"2012-08","Mohamed Pal","2012-08-13 00:00:00",NULL,NULL
"2012-08","Monique Gutierrez","2012-08-13 00:00:00",NULL,NULL
"2012-08","Morgan Williams","2012-08-28 00:00:00",NULL,NULL
"2012-08","Nancy Hirota","2012-08-30 00:00:00","92","91"
"2012-08","Nancy Rana","2012-08-24 00:00:00",NULL,NULL
"2012-08","Nathan Lopez","2012-08-12 00:00:00",NULL,NULL
"2012-08","Nicole Butler","2012-08-22 00:00:00",NULL,NULL
"2012-08","Nieves Vargas","2012-08-30 00:00:00","92",NULL
"2012-08","Nikki McCormick","2012-08-30 00:00:00","92",NULL
"2012-08","Nina Chande","2012-08-10 00:00:00",NULL,NULL
"2012-08","Orlando Hernandez","2012-08-07 00:00:00",NULL,NULL
"2012-08","Pamela Kapoor","2012-08-29 00:00:00",NULL,NULL
"2012-08","Paula Vazquez","2012-08-18 00:00:00",NULL,NULL
"2012-08","Pearlie Rusek","2012-08-02 00:00:00",NULL,NULL
"2012-08","Peggy Justice","2012-08-30 00:00:00","92","91"
"2012-08","Peggy Smith","2012-08-03 00:00:00",NULL,NULL
"2012-08","Philip Rubio","2012-08-21 00:00:00",NULL,NULL
"2012-08","Phillip Martinez","2012-08-17 00:00:00",NULL,NULL
"2012-08","Phyllis Thomas","2012-08-30 00:00:00","92","91"
"2012-08","Priscilla Pal","2012-08-22 00:00:00",NULL,NULL
"2012-08","Rachel Gonzales","2012-08-31 00:00:00",NULL,NULL
"2012-08","Rafael Ma","2012-08-31 00:00:00",NULL,NULL
"2012-08","Rafael Xu","2012-08-16 00:00:00",NULL,NULL
"2012-08","Randall Ramos","2012-08-07 00:00:00",NULL,NULL
"2012-08","Rebecca Collins","2012-08-09 00:00:00",NULL,NULL
"2012-08","Rebekah Moreno","2012-08-07 00:00:00",NULL,NULL
"2012-08","Ricardo Sharma","2012-08-29 00:00:00",NULL,NULL
"2012-08","Richard Bready","2012-08-30 00:00:00","92","91"
"2012-08","Robert Stotka","2012-08-30 00:00:00","92",NULL
"2012-08","Robin McGuigan","2012-08-30 00:00:00","92","91"
"2012-08","Robin Vazquez","2012-08-25 00:00:00",NULL,NULL
"2012-08","Ronald Kapoor","2012-08-21 00:00:00",NULL,NULL
"2012-08","Rosa Wu","2012-08-01 00:00:00",NULL,NULL
"2012-08","Rose Vandenouer","2012-08-30 00:00:00","92",NULL
"2012-08","Roy Srini","2012-08-11 00:00:00",NULL,NULL
"2012-08","Ruth Gonzalez","2012-08-02 00:00:00",NULL,NULL
"2012-08","Ryan Calafato","2012-08-30 00:00:00","92","91"
"2012-08","Ryan Ross","2012-08-19 00:00:00",NULL,NULL
"2012-08","Sabrina Serrano","2012-08-12 00:00:00",NULL,NULL
"2012-08","Sandra Maynard","2012-08-30 00:00:00","92","91"
"2012-08","Sara Kelly","2012-08-09 00:00:00",NULL,NULL
"2012-08","Savannah Young","2012-08-20 00:00:00",NULL,NULL
"2012-08","Scott Culp","2012-08-30 00:00:00","92",NULL
"2012-08","Scott Konersmann","2012-08-30 00:00:00","92",NULL
"2012-08","Sergio Prasad","2012-08-28 00:00:00",NULL,NULL
"2012-08","Seth Rodriguez","2012-08-01 00:00:00",NULL,NULL
"2012-08","Shane Belli","2012-08-30 00:00:00","92","91"
"2012-08","Shawn Demicell","2012-08-30 00:00:00","92",NULL
"2012-08","Sheila Navarro","2012-08-10 00:00:00",NULL,NULL
"2012-08","Shirley Bruner","2012-08-30 00:00:00","92",NULL
"2012-08","Stacey Cereghino","2012-08-30 00:00:00","92","91"
"2012-08","Stacy Navarro","2012-08-08 00:00:00",NULL,NULL
"2012-08","Stacy Serrano","2012-08-16 00:00:00",NULL,NULL
"2012-08","Stefanie Raman","2012-08-04 00:00:00",NULL,NULL
"2012-08","Stephen Jiang","2012-08-30 00:00:00","92",NULL
"2012-08","Steven Cook","2012-08-15 00:00:00",NULL,NULL
"2012-08","Steven Sanders","2012-08-18 00:00:00",NULL,NULL
"2012-08","Susan French","2012-08-30 00:00:00","92","91"
"2012-08","Sydney Wilson","2012-08-28 00:00:00",NULL,NULL
"2012-08","Tabitha Jimenez","2012-08-06 00:00:00",NULL,NULL
"2012-08","Takiko Collins","2012-08-30 00:00:00","457",NULL
"2012-08","Tamara Pal","2012-08-23 00:00:00",NULL,NULL
"2012-08","Taylor Peterson","2012-08-17 00:00:00",NULL,NULL
"2012-08","Taylor Williams","2012-08-05 00:00:00",NULL,NULL
"2012-08","Terrence Xie","2012-08-20 00:00:00",NULL,NULL
"2012-08","Thierry D'Hers","2012-08-30 00:00:00","92",NULL
"2012-08","Thomas Wright","2012-08-24 00:00:00",NULL,NULL
"2012-08","Todd Zeng","2012-08-30 00:00:00",NULL,NULL
"2012-08","Tommy Raheem","2012-08-13 00:00:00",NULL,NULL
"2012-08","Tracy Pal","2012-08-17 00:00:00",NULL,NULL
"2012-08","Trevor Washington","2012-08-12 00:00:00",NULL,NULL
"2012-08","Tyler Robinson","2012-08-25 00:00:00",NULL,NULL
"2012-08","Tyrone Suarez","2012-08-09 00:00:00",NULL,NULL
"2012-08","Valerie Hendricks","2012-08-30 00:00:00","92","91"
"2012-08","Veronica Sai","2012-08-25 00:00:00",NULL,NULL
"2012-08","Virginia Miller","2012-08-30 00:00:00","92",NULL
"2012-08","Wesley Guo","2012-08-07 00:00:00",NULL,NULL
"2012-08","Willie Sun","2012-08-08 00:00:00",NULL,NULL
"2012-08","Yao-Qiang Cheng","2012-08-30 00:00:00","92",NULL
"2012-09","Aaron Con","2012-09-30 00:00:00","92","92"
"2012-09","Abigail Gonzalez","2012-09-30 00:00:00","92",NULL
"2012-09","Adam Barr","2012-09-30 00:00:00","92",NULL
"2012-09","Aidan Bryant","2012-09-11 00:00:00",NULL,NULL
"2012-09","Aidan Gonzales","2012-09-28 00:00:00",NULL,NULL
"2012-09","Alejandro Goel","2012-09-22 00:00:00",NULL,NULL
"2012-09","Alexander Deborde","2012-09-30 00:00:00","92",NULL
"2012-09","Alexia Coleman","2012-09-13 00:00:00",NULL,NULL
"2012-09","Allison Lopez","2012-09-11 00:00:00",NULL,NULL
"2012-09","Amanda Howard","2012-09-08 00:00:00",NULL,NULL
"2012-09","Amy Gao","2012-09-14 00:00:00",NULL,NULL
"2012-09","Andre Martinez","2012-09-30 00:00:00",NULL,NULL
"2012-09","Andrea Cook","2012-09-24 00:00:00",NULL,NULL
"2012-09","Angel Turner","2012-09-15 00:00:00",NULL,NULL
"2012-09","Angelica Bryant","2012-09-04 00:00:00",NULL,NULL
"2012-09","Ann Hass","2012-09-30 00:00:00","92",NULL
"2012-09","Anna Coleman","2012-09-11 00:00:00",NULL,NULL
"2012-09","Anna Martinez","2012-09-27 00:00:00",NULL,NULL
"2012-09","Anne Ortega","2012-09-19 00:00:00",NULL,NULL
"2012-09","Anton Kirilov","2012-09-30 00:00:00","92",NULL
"2012-09","Antonio Simmons","2012-09-14 00:00:00",NULL,NULL
"2012-09","Arianna Hayes","2012-09-06 00:00:00",NULL,NULL
"2012-09","Arthur Suri","2012-09-17 00:00:00",NULL,NULL
"2012-09","Ashlee Deng","2012-09-28 00:00:00",NULL,NULL
"2012-09","Ashlee Raji","2012-09-15 00:00:00",NULL,NULL
"2012-09","Ashley Perry","2012-09-05 00:00:00",NULL,NULL
"2012-09","Audrey Moreno","2012-09-28 00:00:00",NULL,NULL
"2012-09","Autumn Wang","2012-09-22 00:00:00",NULL,NULL
"2012-09","Barbara Calone","2012-09-30 00:00:00","92",NULL
"2012-09","Barbara Shen","2012-09-19 00:00:00",NULL,NULL
"2012-09","Bernard Duerr","2012-09-30 00:00:00","92","92"
"2012-09","Beth Moreno","2012-09-05 00:00:00",NULL,NULL
"2012-09","Beth Ortega","2012-09-14 00:00:00",NULL,NULL
"2012-09","Bethany Lal","2012-09-01 00:00:00",NULL,NULL
"2012-09","Bianca Cai","2012-09-08 00:00:00",NULL,NULL
"2012-09","Blaine Dockter","2012-09-30 00:00:00","92","92"
"2012-09","Brad Xie","2012-09-17 00:00:00",NULL,NULL
"2012-09","Brannon Jones","2012-09-30 00:00:00","92","92"
"2012-09","Brian Goldstein","2012-09-30 00:00:00","92","92"
"2012-09","Brooke Ward","2012-09-05 00:00:00",NULL,NULL
"2012-09","Bruce Ashe","2012-09-10 00:00:00",NULL,NULL
"2012-09","Bruce Sai","2012-09-26 00:00:00",NULL,NULL
"2012-09","Carla Eldridge","2012-09-30 00:00:00","92","92"
"2012-09","Carol Elliott","2012-09-30 00:00:00","92",NULL
"2012-09","Casey Chander","2012-09-29 00:00:00",NULL,NULL
"2012-09","Casey Rai","2012-09-13 00:00:00",NULL,NULL
"2012-09","Cecelia Marshall","2012-09-30 00:00:00","92",NULL
"2012-09","Cesar Sara","2012-09-01 00:00:00",NULL,NULL
"2012-09","Charles Anderson","2012-09-25 00:00:00",NULL,NULL
"2012-09","Charles Rodriguez","2012-09-05 00:00:00",NULL,NULL
"2012-09","Chloe Jones","2012-09-14 00:00:00",NULL,NULL
"2012-09","Chris Maxwell","2012-09-30 00:00:00",NULL,NULL
"2012-09","Christy Gao","2012-09-10 00:00:00",NULL,NULL
"2012-09","Cindy James","2012-09-17 00:00:00",NULL,NULL
"2012-09","Cindy Lewis","2012-09-15 00:00:00",NULL,NULL
"2012-09","Clarence She","2012-09-19 00:00:00",NULL,NULL
"2012-09","Clarence Zhang","2012-09-23 00:00:00",NULL,NULL
"2012-09","Colleen Nara","2012-09-10 00:00:00",NULL,NULL
"2012-09","Colleen Zhang","2012-09-22 00:00:00",NULL,NULL
"2012-09","Cory Chandra","2012-09-28 00:00:00",NULL,NULL
"2012-09","Craig Munoz","2012-09-21 00:00:00",NULL,NULL
"2012-09","Cristina Beck","2012-09-06 00:00:00",NULL,NULL
"2012-09","Cynthia Chandra","2012-09-10 00:00:00",NULL,NULL
"2012-09","Cynthia Martinez","2012-09-03 00:00:00",NULL,NULL
"2012-09","Danny Jim?nez","2012-09-11 00:00:00",NULL,NULL
"2012-09","Darryl Sun","2012-09-07 00:00:00",NULL,NULL
"2012-09","David Campbell","2012-09-30 00:00:00",NULL,NULL
"2012-09","David Johnson","2012-09-30 00:00:00","92","92"
"2012-09","David Lee","2012-09-17 00:00:00",NULL,NULL
"2012-09","David Liu","2012-09-30 00:00:00","92","92"
"2012-09","Deanna Alonso","2012-09-20 00:00:00",NULL,NULL
"2012-09","Deborah Lal","2012-09-25 00:00:00",NULL,NULL
"2012-09","DeeDee Cameron","2012-09-30 00:00:00","92",NULL
"2012-09","Della Demott Jr","2012-09-30 00:00:00","92","92"
"2012-09","Dennis Zeng","2012-09-19 00:00:00",NULL,NULL
"2012-09","Diane Glimp","2012-09-30 00:00:00","184","181"
"2012-09","Diane Tibbott","2012-09-30 00:00:00","92","92"
"2012-09","Dirk Bruno","2012-09-30 00:00:00","92",NULL
"2012-09","Dora Verdad","2012-09-30 00:00:00","92",NULL
"2012-09","Doris Traube","2012-09-30 00:00:00","92",NULL
"2012-09","Dorothy Contreras","2012-09-30 00:00:00","92","92"
"2012-09","Douglas Fernandez","2012-09-28 00:00:00",NULL,NULL
"2012-09","Douglas Hite","2012-09-30 00:00:00","92","92"
"2012-09","Drew Andersen","2012-09-30 00:00:00",NULL,NULL
"2012-09","Dylan Miller","2012-09-30 00:00:00","92","92"
"2012-09","Ebony Perez","2012-09-24 00:00:00",NULL,NULL
"2012-09","Eddie Torres","2012-09-04 00:00:00",NULL,NULL
"2012-09","Eduardo Bennett","2012-09-25 00:00:00",NULL,NULL
"2012-09","Eduardo Griffin","2012-09-16 00:00:00",NULL,NULL
"2012-09","Eduardo Robinson","2012-09-20 00:00:00",NULL,NULL
"2012-09","Edward Anderson","2012-09-15 00:00:00",NULL,NULL
"2012-09","Edwin Bhat","2012-09-24 00:00:00",NULL,NULL
"2012-09","Edwin Chen","2012-09-12 00:00:00",NULL,NULL
"2012-09","Elsa Leavitt","2012-09-30 00:00:00","92",NULL
"2012-09","Emma Moore","2012-09-23 00:00:00",NULL,NULL
"2012-09","Emma Morgan","2012-09-23 00:00:00",NULL,NULL
"2012-09","Eric Meyer","2012-09-30 00:00:00","92","92"
"2012-09","Erica Wang","2012-09-12 00:00:00",NULL,NULL
"2012-09","Erica Ye","2012-09-27 00:00:00",NULL,NULL
"2012-09","Ethan Jones","2012-09-11 00:00:00",NULL,NULL
"2012-09","Eugene Kogan","2012-09-30 00:00:00","92",NULL
"2012-09","Evelyn Kapoor","2012-09-18 00:00:00",NULL,NULL
"2012-09","Felicia Moreno","2012-09-16 00:00:00",NULL,NULL
"2012-09","Fernando Patterson","2012-09-28 00:00:00",NULL,NULL
"2012-09","Frances Giglio","2012-09-30 00:00:00","92",NULL
"2012-09","Francis Romero","2012-09-13 00:00:00",NULL,NULL
"2012-09","Frank Hernandez","2012-09-10 00:00:00",NULL,NULL
"2012-09","Frank Miller","2012-09-30 00:00:00","92",NULL
"2012-09","Frank Sanz","2012-09-18 00:00:00",NULL,NULL
"2012-09","Franklin Nath","2012-09-17 00:00:00",NULL,NULL
"2012-09","Franklin Sharma","2012-09-02 00:00:00",NULL,NULL
"2012-09","Frederick Madan","2012-09-02 00:00:00",NULL,NULL
"2012-09","Gabriel Bockenkamp","2012-09-30 00:00:00","92","92"
"2012-09","Gabriella Roberts","2012-09-19 00:00:00",NULL,NULL
"2012-09","Gabriella Young","2012-09-18 00:00:00",NULL,NULL
"2012-09","Garth Fort","2012-09-30 00:00:00","92","92"
"2012-09","Gary Gutierrez","2012-09-17 00:00:00",NULL,NULL
"2012-09","Gary Romero","2012-09-05 00:00:00",NULL,NULL
